#	Time		Duration (s)	Process		Request                             	Port	Result	Data ( String )	

769	15:30:10.268	0.00015170	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
770	15:30:10.271	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
771	15:30:10.293	0.00013310	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
772	15:30:10.296	0.00005490	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
773	15:30:10.329	0.00014420	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 23, Data: AT+CPMS="SM","SM","SM".	
774	15:30:10.332	0.00000730	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
775	15:30:11.256	0.00006020	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 190, Data: ..+CBM: 88..45311002F211040000352B0102035E0B291045B820B8B3C0C320	
776	15:30:13.146	0.00000770	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 190, Data: ..+CBM: 88..45411002F211040000352B0103035E0B2910063839303433340D	
777	15:30:15.294	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 13, Data: AT^SYSINFOEX.	
778	15:30:15.297	0.00000890	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
779	15:30:15.319	0.00015400	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
780	15:30:15.322	0.00000920	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
781	15:30:15.344	0.00009520	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
782	15:30:15.347	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
783	15:30:15.380	0.00009460	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
784	15:30:15.383	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
785	15:30:15.405	0.00011650	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
786	15:30:15.408	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
787	15:30:15.430	0.00021000	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
788	15:30:15.433	0.00000790	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
789	15:30:15.466	0.00011890	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
790	15:30:15.469	0.00001000	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
791	15:30:15.491	0.00011370	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
792	15:30:15.494	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
793	15:30:15.516	0.00010460	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
794	15:30:15.519	0.00000720	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
795	15:30:15.541	0.00011390	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
796	15:30:15.544	0.00000830	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
797	15:30:15.577	0.00016300	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
798	15:30:15.580	0.00000770	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
799	15:30:15.602	0.00010430	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
800	15:30:15.605	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
801	15:30:20.407	0.00012940	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 23, Data: AT+CPMS="SM","SM","SM".	
802	15:30:20.410	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
803	15:30:20.606	0.00015320	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
804	15:30:20.609	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
805	15:30:20.631	0.00009280	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
806	15:30:20.634	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
807	15:30:20.656	0.00010420	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
808	15:30:20.659	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
809	15:30:20.692	0.00010110	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
810	15:30:20.695	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
811	15:30:20.717	0.00011520	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
812	15:30:20.720	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
813	15:30:20.742	0.00008760	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
814	15:30:20.745	0.00000620	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
815	15:30:20.767	0.00011620	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
816	15:30:20.770	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
817	15:30:20.803	0.00015940	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
818	15:30:20.806	0.00001080	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
819	15:30:20.828	0.00015840	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
820	15:30:20.831	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
821	15:30:20.853	0.00012090	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
822	15:30:20.856	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
823	15:30:20.878	0.00010690	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
824	15:30:20.881	0.00000910	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
825	15:30:20.914	0.00012700	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
826	15:30:20.917	0.00000660	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
827	15:30:25.915	0.00026280	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
828	15:30:25.918	0.00000740	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
829	15:30:25.951	0.00012280	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
830	15:30:25.954	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
831	15:30:25.977	0.00024640	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
832	15:30:25.980	0.00005030	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
833	15:30:26.002	0.00011210	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
834	15:30:26.005	0.00000800	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
835	15:30:26.039	0.00011670	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
836	15:30:26.042	0.00000880	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
837	15:30:26.064	0.00011090	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
838	15:30:26.067	0.00000740	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
839	15:30:26.089	0.00010120	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
840	15:30:26.092	0.00000880	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
841	15:30:26.114	0.00011370	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
842	15:30:26.117	0.00000710	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
843	15:30:26.150	0.00011250	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
844	15:30:26.153	0.00001270	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
845	15:30:26.175	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 9, Data: AT+COPS?.	
846	15:30:26.178	0.00000660	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
847	15:30:26.200	0.00009310	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
848	15:30:26.203	0.00001730	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
849	15:30:26.236	0.00011950	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
850	15:30:26.239	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
851	15:30:30.482	0.00011400	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 23, Data: AT+CPMS="SM","SM","SM".	
852	15:30:30.485	0.00000600	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
853	15:30:31.236	0.00012240	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
854	15:30:31.239	0.00000610	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
855	15:30:31.261	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 11, Data: AT^SYSINFO.	
856	15:30:31.264	0.00000620	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
857	15:30:31.297	0.00017610	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
858	15:30:31.300	0.00000790	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
859	15:30:31.322	0.00017040	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
860	15:30:31.325	0.00000890	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
861	15:30:31.347	0.00014510	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
862	15:30:31.350	0.00000850	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
863	15:30:31.383	0.00011210	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
864	15:30:31.386	0.00000950	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
865	15:30:31.419	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 12, Data: AT+COPS=3,0.	
866	15:30:31.422	0.00006330	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
867	15:30:31.444	0.00013210	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
868	15:30:31.447	0.00001230	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
869	15:30:31.469	0.00014210	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
870	15:30:31.472	0.00000950	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
871	15:30:31.505	0.00011970	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
872	15:30:31.508	0.00001010	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
873	15:30:31.530	0.00010530	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
874	15:30:31.533	0.00000710	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
875	15:30:31.556	0.00012060	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
876	15:30:31.559	0.00000930	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
877	15:30:35.735	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 190, Data: ..+CBM: 88..47201002F211040000320F0101035E0B38414500010564910894	
878	15:30:36.556	0.00010690	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
879	15:30:36.559	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
880	15:30:36.592	0.00011330	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
881	15:30:36.595	0.00000740	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
882	15:30:36.617	0.00034560	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
883	15:30:36.620	0.00004110	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
884	15:30:36.642	0.00012370	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
885	15:30:36.645	0.00000990	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
886	15:30:36.678	0.00009290	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
887	15:30:36.681	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
888	15:30:36.703	0.00010020	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
889	15:30:36.706	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
890	15:30:36.728	0.00011210	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
891	15:30:36.731	0.00000620	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
892	15:30:36.753	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 9, Data: AT+COPS?.	
893	15:30:36.756	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
894	15:30:36.789	0.00010210	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
895	15:30:36.792	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
896	15:30:36.814	0.00012600	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
897	15:30:36.817	0.00000720	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
898	15:30:36.840	0.00019520	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
899	15:30:36.843	0.00000900	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
900	15:30:36.876	0.00009910	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
901	15:30:36.879	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
902	15:30:37.621	0.00000760	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 190, Data: ..+CBM: 88..47301002F211040000320F0102035E0B384145B0B6BCB8209E9A	
903	15:30:39.511	0.00000710	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 190, Data: ..+CBM: 88..47401002F211040000320F0103035E0B38411405830000A70E37	
904	15:30:40.557	0.00011790	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 23, Data: AT+CPMS="SM","SM","SM".	
905	15:30:40.560	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
906	15:30:41.877	0.00016780	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
907	15:30:41.880	0.00000730	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
908	15:30:41.902	0.00011970	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
909	15:30:41.905	0.00005190	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
910	15:30:41.938	0.00010490	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
911	15:30:41.941	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
912	15:30:41.963	0.00020650	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
913	15:30:41.966	0.00000850	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
914	15:30:41.988	0.00019990	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
915	15:30:41.991	0.00000950	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
916	15:30:42.024	0.00010300	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
917	15:30:42.027	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
918	15:30:42.060	0.00011480	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
919	15:30:42.063	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
920	15:30:42.085	0.00011130	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
921	15:30:42.088	0.00000790	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
922	15:30:42.110	0.00011000	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
923	15:30:42.113	0.00000860	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
924	15:30:42.146	0.00010990	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
925	15:30:42.149	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
926	15:30:42.172	0.00010640	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
927	15:30:42.175	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
928	15:30:42.197	0.00024420	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
929	15:30:42.200	0.00000720	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
930	15:30:47.198	0.00015000	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
931	15:30:47.201	0.00000610	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
932	15:30:47.223	0.00010000	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
933	15:30:47.226	0.00000590	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
934	15:30:47.248	0.00012020	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
935	15:30:47.251	0.00000610	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
936	15:30:47.284	0.00008260	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
937	15:30:47.287	0.00000720	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
938	15:30:47.309	0.00011780	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
939	15:30:47.312	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
940	15:30:47.334	0.00016940	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
941	15:30:47.337	0.00000890	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
942	15:30:47.359	0.00013730	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
943	15:30:47.362	0.00000770	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
944	15:30:47.395	0.00010690	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
945	15:30:47.398	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
946	15:30:47.420	0.00011520	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
947	15:30:47.423	0.00000960	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
948	15:30:47.445	0.00011880	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
949	15:30:47.448	0.00001090	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
950	15:30:47.481	0.00010660	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
951	15:30:47.484	0.00001730	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
952	15:30:47.507	0.00012670	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
953	15:30:47.510	0.00000730	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
954	15:30:50.632	0.00010500	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 23, Data: AT+CPMS="SM","SM","SM".	
955	15:30:50.635	0.00000610	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
956	15:30:52.507	0.00009170	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
